Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
304,Lee Kang-in,"MF,FW",kr Korea Republic,21,1.es Mallorca,2001,4,1,147,1.6,0,1,1,0,0,0,1,0,0.2,0.2,0.3,0.4,4,11,5,0.00,0.61,0.61,0.00,0.61,0.09,0.17,0.27,0.09,0.27,Matches
305,Mohamed Kanno,"MF,FW",sa Saudi Arabia,27,1.sa Al-Hilal,1994,3,3,270,3.0,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,6,17,8,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
306,Fran Karačić,DF,au Australia,26,2.it Brescia,1996,2,1,93,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,2,7,3,0.00,0.00,0.00,0.00,0.00,0.17,0.09,0.27,0.17,0.27,Matches
307,Ali Karimi,MF,ir IR Iran,28,1.tr Kayserispor,1994,3,1,99,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
308,Mark-Anthony Kaye,MF,ca Canada,27,1.us Toronto FC,1994,1,1,59,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
309,Wajdi Kechrida,DF,tn Tunisia,26,1.gr Atromitos,1995,3,1,111,1.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,5,11,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
310,Thilo Kehrer,DF,de Germany,25,1.eng West Ham,1996,1,1,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
311,Bilal El Khannouss,MF,ma Morocco,18,1.be Genk,2004,1,1,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
312,Wahbi Khazri,"FW,MF",tn Tunisia,31,1.fr Montpellier,1991,2,1,83,0.9,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.4,0,2,8,1.08,0.00,1.08,1.08,1.08,0.47,0.00,0.47,0.47,0.47,Matches
313,Musab Kheder,DF,qa Qatar,28,1.qa Al Sadd,1993,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
314,Boualem Khoukhi,DF,qa Qatar,31,1.qa Al Sadd,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
315,Joshua Kimmich,"MF,DF",de Germany,27,1.de Bayern Munich,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,0.4,0.4,1.1,1.5,4,28,16,0.00,0.00,0.00,0.00,0.00,0.12,0.37,0.49,0.12,0.49,Matches
316,Jakub Kiwior,DF,pl Poland,22,1.it Spezia,2000,4,4,355,3.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,0,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
317,Simon Kjær,DF,dk Denmark,33,1.it Milan,1989,1,1,64,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
318,Davy Klaassen,"MF,FW",nl Netherlands,29,1.nl Ajax,1993,4,3,190,2.1,1,2,3,1,0,0,0,0,0.2,0.2,0.3,0.5,0,6,9,0.47,0.95,1.42,0.47,1.42,0.11,0.14,0.25,0.11,0.25,Matches
319,Lukas Klostermann,DF,de Germany,26,1.de RB Leipzig,1996,2,0,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
320,Gregor Kobel,GK,ch Switzerland,24,1.de Dortmund,1997,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
321,Koke,MF,es Spain,30,1.es Atlético Madrid,1992,2,0,52,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
322,Randal Kolo Muani,FW,fr France,23,1.de Eint Frankfurt,1998,3,1,182,2.0,1,0,1,1,0,0,0,0,1.1,1.1,0.0,1.1,2,1,10,0.49,0.00,0.49,0.49,0.49,0.66,0.00,0.66,0.66,0.66,Matches
323,Ibrahima Konaté,DF,fr France,23,1.eng Liverpool,1999,5,3,294,3.3,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.7,1,18,1,0.00,0.00,0.00,0.00,0.00,0.12,0.12,0.24,0.12,0.24,Matches
324,Ismaël Koné,"MF,DF",ca Canada,20,1.us CF Montréal,2002,3,0,109,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
325,Teun Koopmeiners,MF,nl Netherlands,24,1.it Atalanta,1998,5,1,219,2.4,0,1,1,0,0,0,1,0,0.1,0.1,0.2,0.3,4,7,7,0.00,0.41,0.41,0.00,0.41,0.04,0.09,0.13,0.04,0.13,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
326,Filip Kostić,DF,rs Serbia,29,1.it Juventus,1992,2,2,179,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.1,10,5,21,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
327,Kalidou Koulibaly,DF,sn Senegal,30,1.eng Chelsea,1991,4,4,360,4.0,1,0,1,1,0,0,1,0,0.5,0.5,0.0,0.5,0,11,0,0.25,0.00,0.25,0.25,0.25,0.12,0.01,0.13,0.12,0.13,Matches
328,Jules Koundé,DF,fr France,23,1.es Barcelona,1998,6,5,480,5.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,7,20,3,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.05,0.04,0.05,Matches
329,Cheikhou Kouyaté,MF,sn Senegal,32,1.eng Nott'ham Forest,1989,1,1,72,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.00,0.05,Matches
330,Mateo Kovačić,MF,hr Croatia,28,1.eng Chelsea,1994,7,7,635,7.1,0,0,0,0,0,0,2,0,0.3,0.3,1.0,1.3,24,52,23,0.00,0.00,0.00,0.00,0.00,0.05,0.14,0.18,0.05,0.18,Matches
331,Andrej Kramarić,"FW,MF",hr Croatia,30,1.de Hoffenheim,1991,7,7,474,5.3,2,0,2,2,0,0,0,0,1.6,1.6,0.2,1.9,10,7,44,0.38,0.00,0.38,0.38,0.38,0.31,0.04,0.36,0.31,0.36,Matches
332,Rasmus Kristensen,DF,dk Denmark,24,1.eng Leeds United,1997,3,3,224,2.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,23,23,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
333,Grzegorz Krychowiak,MF,pl Poland,32,1.sa Al-Shabab,1990,4,4,332,3.7,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,1,10,2,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.05,0.01,0.05,Matches
334,Takefusa Kubo,FW,jp Japan,21,1.es Real Sociedad,2001,2,2,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
335,Mohammed Kudus,"FW,MF",gh Ghana,21,1.nl Ajax,2000,3,3,247,2.7,2,0,2,2,0,0,1,0,0.8,0.8,0.0,0.8,9,4,15,0.73,0.00,0.73,0.73,0.73,0.30,0.00,0.30,0.30,0.30,Matches
336,Pierre Kunde,MF,cm Cameroon,26,1.gr Olympiacos,1995,2,2,131,1.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,2,4,1,0.00,0.00,0.00,0.00,0.00,0.15,0.05,0.20,0.15,0.20,Matches
337,Garang Kuol,"FW,MF",au Australia,17,1.au Central Coast,2004,2,0,37,0.4,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,1,0,4,0.00,0.00,0.00,0.00,0.00,0.92,0.00,0.92,0.92,0.92,Matches
338,Daniel Kyereh,"MF,DF",gh Ghana,26,1.de Freiburg,1996,3,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
339,Kwon Kyung-won,DF,kr Korea Republic,30,1.jp Gamba Osaka,1992,2,1,91,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
340,Aïssa Laïdouni,MF,tn Tunisia,25,1.hu Ferencváros,1996,3,3,243,2.7,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.6,8,18,9,0.00,0.37,0.37,0.00,0.37,0.05,0.16,0.21,0.05,0.21,Matches
341,Tariq Lamptey,DF,gh Ghana,21,1.eng Brighton,2000,2,1,102,1.1,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,4,2,3,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
342,Noa Lang,MF,nl Netherlands,22,1.be Club Brugge,1999,1,0,8,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,Matches
343,Aymeric Laporte,DF,es Spain,28,1.eng Manchester City,1994,3,3,300,3.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,7,19,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,0.01,0.02,Matches
344,Cyle Larin,FW,ca Canada,27,1.be Club Brugge,1995,3,2,137,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.5,0.7,3,5,6,0.00,0.00,0.00,0.00,0.00,0.16,0.34,0.49,0.16,0.49,Matches
345,Richie Laryea,"DF,MF",ca Canada,27,1.us Toronto FC,1995,3,2,160,1.8,0,0,0,0,0,0,0,0,0.1,0.1,0.5,0.6,8,1,12,0.00,0.00,0.00,0.00,0.00,0.04,0.30,0.34,0.04,0.34,Matches
346,Darko Lazović,DF,rs Serbia,31,1.it Hellas Verona,1990,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
347,Rafael Leão,FW,pt Portugal,23,1.it Milan,1999,5,0,88,1.0,2,0,2,2,0,0,0,0,0.4,0.4,0.2,0.6,16,3,19,2.05,0.00,2.05,2.05,2.05,0.42,0.16,0.57,0.42,0.57,Matches
348,Mathew Leckie,"MF,FW",au Australia,31,1.au Melb City,1991,4,4,333,3.7,1,1,2,1,0,0,0,0,0.1,0.1,0.3,0.5,4,13,22,0.27,0.27,0.54,0.27,0.54,0.04,0.08,0.12,0.04,0.12,Matches
349,Robert Lewandowski,FW,pl Poland,33,1.es Barcelona,1988,4,4,360,4.0,2,1,3,1,1,2,0,0,2.9,1.4,0.4,1.8,5,10,17,0.50,0.25,0.75,0.25,0.50,0.73,0.10,0.83,0.34,0.44,Matches
350,Matthijs de Ligt,DF,nl Netherlands,22,1.de Bayern Munich,1999,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
351,Jesper Lindstrøm,"MF,FW",dk Denmark,22,1.de Eint Frankfurt,2000,3,2,200,2.2,0,0,0,0,0,0,0,0,0.3,0.3,0.0,0.3,7,4,15,0.00,0.00,0.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,Matches
352,Marko Livaja,FW,hr Croatia,28,1.hr Hajduk Split,1993,6,3,241,2.7,1,1,2,1,0,0,0,0,0.8,0.8,0.1,0.9,1,8,21,0.37,0.37,0.75,0.37,0.75,0.31,0.03,0.34,0.31,0.34,Matches
353,Dominik Livaković,GK,hr Croatia,27,1.hr Dinamo Zagreb,1995,7,7,690,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
354,Marcos Llorente,DF,es Spain,27,1.es Atlético Madrid,1995,1,1,120,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,11,5,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
355,Hugo Lloris,GK,fr France,35,1.eng Tottenham,1986,6,6,570,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
356,Dejan Lovren,DF,hr Croatia,32,1.ru Zenit,1989,6,6,600,6.7,0,1,1,0,0,0,1,0,0.3,0.3,0.0,0.3,3,23,1,0.00,0.15,0.15,0.00,0.15,0.04,0.01,0.05,0.04,0.05,Matches
357,Hirving Lozano,FW,mx Mexico,26,1.it Napoli,1995,3,3,252,2.8,0,0,0,0,0,0,0,0,0.2,0.2,1.0,1.2,12,9,33,0.00,0.00,0.00,0.00,0.00,0.07,0.36,0.42,0.07,0.42,Matches
358,Romelu Lukaku,FW,be Belgium,29,1.it Inter,1993,2,0,55,0.6,0,0,0,0,0,0,0,0,1.7,1.7,0.0,1.8,1,0,5,0.00,0.00,0.00,0.00,0.00,2.84,0.06,2.90,2.84,2.90,Matches
359,Saša Lukić,MF,rs Serbia,25,1.it Torino,1996,3,3,245,2.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,3,9,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
360,Ali Maâloul,DF,tn Tunisia,32,1.eg Al Ahly,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,5,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
361,Awer Mabil,MF,au Australia,26,1.es Cádiz,1995,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
362,Alexis Mac Allister,MF,ar Argentina,23,1.eng Brighton,1998,6,6,550,6.1,1,1,2,1,0,0,0,0,0.7,0.7,0.9,1.6,19,24,27,0.16,0.16,0.33,0.16,0.33,0.12,0.15,0.27,0.12,0.27,Matches
363,Jamie Maclaren,FW,au Australia,28,1.au Melb City,1993,3,0,55,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0,4,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Matches
364,Assim Madibo,MF,qa Qatar,25,1.qa Al Duhail SC,1996,2,2,153,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.02,Matches
365,Abdullah Madu,"DF,MF",sa Saudi Arabia,28,1.sa Al-Nassr,1993,1,0,45,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
366,Daizen Maeda,FW,jp Japan,24,1.sct Celtic,1997,3,3,180,2.0,1,0,1,1,0,0,0,0,0.5,0.5,0.0,0.5,2,1,5,0.50,0.00,0.50,0.50,0.50,0.24,0.00,0.24,0.24,0.24,Matches
367,Harry Maguire,DF,eng England,29,1.eng Manchester Utd,1993,5,5,429,4.8,0,1,1,0,0,0,1,0,0.4,0.4,0.0,0.4,10,26,1,0.00,0.21,0.21,0.00,0.21,0.08,0.01,0.09,0.08,0.09,Matches
368,Lovro Majer,"MF,FW",hr Croatia,24,1.fr Rennes,1998,7,1,130,1.4,1,0,1,1,0,0,0,0,0.7,0.7,0.1,0.8,5,5,16,0.69,0.00,0.69,0.69,0.69,0.67,0.07,0.74,0.67,0.74,Matches
369,Nemanja Maksimović,MF,rs Serbia,27,1.es Getafe,1995,3,1,122,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,2,4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
370,Abdulellah Al-Malki,MF,sa Saudi Arabia,27,1.sa Al-Hilal,1994,2,2,174,1.9,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,7,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
371,Steve Mandanda,GK,fr France,37,1.fr Rennes,1985,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
372,José María Giménez,DF,uy Uruguay,27,1.es Atlético Madrid,1995,3,3,270,3.0,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,1,12,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
373,João Mário,"FW,MF",pt Portugal,29,1.pt Benfica,1993,2,1,84,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,2,8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
374,Marquinhos,DF,br Brazil,28,1.fr Paris S-G,1994,5,4,426,4.7,0,0,0,0,0,0,1,0,0.2,0.2,0.8,0.9,7,32,3,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,Matches
375,Henry Martín,FW,mx Mexico,29,1.mx América,1992,2,2,146,1.6,1,0,1,1,0,0,0,0,0.9,0.9,0.2,1.1,0,1,6,0.62,0.00,0.62,0.62,0.62,0.57,0.13,0.70,0.57,0.70,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
376,Gabriel Martinelli,FW,br Brazil,20,1.eng Arsenal,2001,3,1,113,1.3,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,10,3,20,0.00,0.00,0.00,0.00,0.00,0.42,0.14,0.56,0.42,0.56,Matches
377,Carlos Martínez,DF,cr Costa Rica,23,1.cr San Carlos,1999,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
378,Emiliano Martínez,GK,ar Argentina,29,1.eng Aston Villa,1992,7,7,690,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
379,Lautaro Martínez,FW,ar Argentina,24,1.it Inter,1997,6,2,241,2.7,0,0,0,0,0,0,0,0,1.9,1.9,0.0,1.9,1,0,21,0.00,0.00,0.00,0.00,0.00,0.87,0.02,0.89,0.87,0.89,Matches
380,Lisandro Martínez,DF,ar Argentina,24,1.eng Manchester Utd,1998,5,2,303,3.4,0,0,0,0,0,0,1,0,0.1,0.1,0.7,0.8,3,6,2,0.00,0.00,0.00,0.00,0.00,0.04,0.21,0.25,0.04,0.25,Matches
381,Pape Matar Sarr,MF,sn Senegal,19,1.eng Tottenham,2002,2,0,59,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,3,0,0.00,0.00,0.00,0.00,0.00,0.17,0.05,0.22,0.17,0.22,Matches
382,Rónald Matarrita,"DF,MF",cr Costa Rica,27,1.us FC Cincinnati,1994,2,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
383,Eric Maxim Choupo-Moting,"FW,MF",cm Cameroon,33,1.de Bayern Munich,1989,3,3,253,2.8,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.9,3,13,4,0.36,0.00,0.36,0.36,0.36,0.29,0.02,0.31,0.29,0.31,Matches
384,Noussair Mazraoui,DF,ma Morocco,24,1.de Bayern Munich,1997,5,5,365,4.1,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,1,5,9,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.04,0.04,0.04,Matches
385,Kylian Mbappé,FW,fr France,23,1.fr Paris S-G,1998,7,6,598,6.6,8,2,10,6,2,2,0,0,5.2,3.6,1.3,5.0,40,25,79,1.20,0.30,1.51,0.90,1.20,0.82,0.21,1.04,0.58,0.79,Matches
386,Bryan Mbeumo,"FW,MF",cm Cameroon,22,1.eng Brentford,1999,3,3,233,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,2,3,17,0.00,0.00,0.00,0.00,0.00,0.08,0.11,0.19,0.08,0.19,Matches
387,Riley McGree,"FW,MF",au Australia,23,2.eng Middlesbrough,1998,4,4,265,2.9,0,1,1,0,0,0,0,0,0.1,0.1,0.6,0.8,1,7,14,0.00,0.34,0.34,0.00,0.34,0.05,0.22,0.27,0.05,0.27,Matches
388,Weston McKennie,MF,us United States,23,1.it Juventus,1998,4,4,271,3.0,0,0,0,0,0,0,1,0,0.4,0.4,0.4,0.8,10,19,18,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.27,0.13,0.27,Matches
389,Hannibal Mejbri,MF,tn Tunisia,19,2.eng Birmingham City,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
390,Memphis,FW,nl Netherlands,28,1.es Barcelona,1994,5,3,297,3.3,1,0,1,1,0,0,1,0,1.5,1.5,0.5,2.0,7,6,32,0.30,0.00,0.30,0.30,0.30,0.44,0.16,0.61,0.44,0.61,Matches
391,Nuno Mendes,DF,pt Portugal,19,1.fr Paris S-G,2002,1,1,41,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Matches
392,Jhegson Méndez,MF,ec Ecuador,25,1.us LAFC,1997,2,2,180,2.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,0,6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
393,Edouard Mendy,GK,sn Senegal,30,1.eng Chelsea,1992,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
394,Nampalys Mendy,MF,sn Senegal,29,1.eng Leicester City,1992,4,3,272,3.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,5,9,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
395,Gideon Mensah,DF,gh Ghana,23,1.fr Auxerre,1998,1,1,87,1.0,0,1,1,0,0,0,0,0,0.0,0.0,0.3,0.3,1,4,3,0.00,1.03,1.03,0.00,1.03,0.00,0.28,0.28,0.00,0.28,Matches
396,Chris Mepham,DF,wls Wales,24,1.eng Bournemouth,1997,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.2,0.2,0,13,0,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.00,0.07,Matches
397,Yassine Meriah,DF,tn Tunisia,28,1.tn Espérance Tunis,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,11,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Matches
398,Dries Mertens,"MF,FW",be Belgium,35,1.tr Galatasaray,1987,2,1,76,0.8,0,0,0,0,0,0,0,0,0.8,0.8,0.1,0.9,2,1,10,0.00,0.00,0.00,0.00,0.00,0.94,0.17,1.11,0.94,1.11,Matches
399,Lionel Messi,FW,ar Argentina,34,1.fr Paris S-G,1987,7,7,690,7.7,7,3,10,3,4,5,1,0,6.6,2.7,2.5,5.2,29,66,37,0.91,0.39,1.30,0.39,0.78,0.94,0.35,1.30,0.38,0.74,Matches
400,Thomas Meunier,DF,be Belgium,30,1.de Dortmund,1991,3,2,211,2.3,0,0,0,0,0,0,1,0,0.2,0.2,0.5,0.7,5,8,19,0.00,0.00,0.00,0.00,0.00,0.09,0.21,0.30,0.09,0.30,Matches
Rk,Player,Pos,Squad,Age,Club,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
401,Nikola Milenković,DF,rs Serbia,24,1.it Fiorentina,1997,3,3,270,3.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,2,10,2,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.06,0.06,0.06,Matches
402,Arkadiusz Milik,"FW,MF",pl Poland,28,1.it Juventus,1994,3,1,101,1.1,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1,1,4,0.00,0.00,0.00,0.00,0.00,0.22,0.09,0.31,0.22,0.31,Matches
403,Sergej Milinković-Savić,MF,rs Serbia,27,1.it Lazio,1995,3,3,233,2.6,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,4,15,7,0.39,0.00,0.39,0.39,0.39,0.07,0.00,0.07,0.07,0.07,Matches
404,Vanja Milinković-Savić,GK,rs Serbia,25,1.it Torino,1997,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
405,Éder Militão,DF,br Brazil,24,1.es Real Madrid,1998,4,4,347,3.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,6,21,8,0.00,0.00,0.00,0.00,0.00,0.05,0.01,0.05,0.05,0.05,Matches
